OrderID,OrderDate,Category,Product,Region,Channel,PaymentMethod,Quantity,UnitPrice,DiscountPct,GrossSales,NetSales,Profit
110412,2023-10-08,Apparel,Jeans,North,Marketplace,Credit Card,1,2568.32,0.0,4109.31,4109.31,1242.8
104570,2024-05-19,Home & Kitchen,Vacuum Cleaner,West,In-Store,Cash,1,5472.44,5.0,5472.44,5198.82,1684.12
105034,2023-12-20,Home & Kitchen,Cookware Set,West,Online,Cash,1,4965.83,0.0,4965.83,4965.83,1084.1
111756,2023-04-13,Groceries,Cooking Oil 1L,West,In-Store,UPI,4,374.44,10.0,1497.76,1347.98,271.94
104430,2024-02-01,Groceries,Coffee Jar,East,Online,Net Banking,2,721.95,0.0,1443.9,1443.9,467.91
102745,2024-10-12,Beauty,Face Wash,West,Online,Credit Card,2,2403.29,10.0,4806.58,4325.92,591.88
104175,2024-02-14,Apparel,Jacket,West,Online,UPI,1,2464.49,15.0,2464.49,2094.82,194.05
104886,2024-11-21,Electronics,Smartwatch,West,In-Store,Cash,4,43645.53,0.0,279331.39,279331.39,70148.05
100842,2023-07-27,Home & Kitchen,Blender,West,Online,Credit Card,1,10397.06,0.0,10397.06,10397.06,2441.57
107324,2024-10-01,Apparel,Jeans,West,In-Store,UPI,1,451.46,5.0,722.34,686.22,187.15
107593,2024-02-06,Electronics,Bluetooth Speaker,East,Online,Debit Card,1,43756.09,0.0,43756.09,43756.09,10112.17
110228,2024-02-10,Home & Kitchen,Blender,East,Marketplace,UPI,1,6839.83,0.0,6839.83,6839.83,1490.65
100915,2023-07-18,Apparel,Cap,North,In-Store,Debit Card,4,745.68,0.0,2982.72,2982.72,674.06
108580,2024-05-17,Beauty,Lipstick,East,Online,Debit Card,1,1331.93,0.0,1731.51,1731.51,550.2
109054,2023-02-02,Apparel,Sneakers,West,Online,UPI,2,517.91,0.0,1035.82,1035.82,345.49
100623,2023-07-20,Apparel,Jacket,,Online,UPI,2,3206.59,0.0,6413.18,6413.18,1618.67
104665,2023-09-12,Beauty,Lipstick,East,Online,Debit Card,2,406.95,0.0,813.9,813.9,348.07
102471,2023-06-18,Beauty,Sunscreen,West,Online,Credit Card,2,964.41,0.0,2507.47,2507.47,789.48
103746,2023-09-24,Electronics,Headphones,South,Marketplace,Credit Card,2,23292.7,0.0,46585.4,46585.4,12180.07
107386,2023-05-05,Beauty,Lipstick,South,Online,Cash,2,1326.02,0.0,3447.65,3447.65,927.49
102124,2024-02-17,Apparel,Jeans,East,In-Store,Cash,1,2468.93,0.0,2468.93,2468.93,509.07
103616,2024-04-01,Home & Kitchen,Vacuum Cleaner,South,In-Store,Net Banking,3,11366.92,0.0,34100.76,34100.76,10423.08
111822,2023-03-28,Electronics,Headphones,East,In-Store,Credit Card,3,31779.13,5.0,95337.39,90570.52,17467.5
110124,2023-03-31,Electronics,Smartwatch,South,Online,Debit Card,1,18398.5,5.0,18398.5,17478.58,5735.37
110337,2024-06-20,Home & Kitchen,Air Purifier,West,In-Store,Cash,2,2917.3,0.0,5834.6,5834.6,2510.23
105759,2023-08-10,Apparel,Sneakers,South,Online,Cash,1,1696.26,25.0,1696.26,1272.19,97.3
100175,2023-04-06,Groceries,Cooking Oil 1L,East,Online,Cash,4,650.91,0.0,2603.64,2603.64,1065.63
111762,2023-01-03,Beauty,Lipstick,West,Online,UPI,1,2158.79,5.0,2158.79,2050.85,376.36
101970,2024-12-16,Electronics,Smartphone,North,In-Store,Credit Card,4,43419.88,0.0,277887.23,277887.23,106739.65
105242,2023-09-24,Electronics,Smartphone,East,Online,Cash,3,38598.5,0.0,115795.5,115795.5,26970.97
104915,2024-08-11,electronics,Laptop,,In-Store,Net Banking,1,36119.44,0.0,36119.44,36119.44,14486.72
109778,2024-10-31,Electronics,Smartphone,South,Online,UPI,1,12326.43,10.0,19722.29,17750.06,6576.39
105980,2023-10-20,Apparel,T-Shirt,North,In-Store,Net Banking,2,2767.17,0.0,8854.94,8854.94,3405.82
100672,2023-04-25,Beauty,Shampoo,South,Online,Net Banking,1,1129.84,0.0,1468.79,1468.79,496.04
103111,2023-02-12,Electronics,Laptop,East,Online,Net Banking,1,9687.84,0.0,9687.84,9687.84,1963.64
100536,2024-10-31,Electronics,Laptop,North,In-Store,Net Banking,1,27282.25,0.0,43651.6,43651.6,9702.82
101365,2023-08-29,Beauty,Shampoo,South,Marketplace,Net Banking,1,599.77,5.0,599.77,569.78,166.39
105189,2023-04-26,Groceries,Snack Pack,West,In-Store,Debit Card,1,642.14,15.0,642.14,545.82,191.88
111043,2024-06-23,Apparel,Jacket,North,In-Store,Net Banking,2,1890.6,0.0,3781.2,3781.2,848.71
100601,2024-03-15,Home & Kitchen,Table Lamp,East,Online,Cash,1,8444.89,0.0,8444.89,8444.89,3381.88
101280,2023-12-15,Groceries,Tea Box,East,Online,Net Banking,1,811.7,0.0,811.7,811.7,304.76
104699,2023-08-07,Electronics,Smartphone,North,Online,Net Banking,1,30966.15,15.0,30966.15,26321.23,5562.07
100588,2023-04-13,Groceries,Coffee Jar,South,Marketplace,Debit Card,1,50.61,0.0,50.61,50.61,12.52
106135,2023-11-19,Home & Kitchen,Air Purifier,North,In-Store,UPI,1,11187.65,15.0,11187.65,9509.5,960.72
104352,2024-02-05,Electronics,Laptop,West,Online,Credit Card,3,11862.53,0.0,35587.59,35587.59,8756.09
102968,2023-04-22,Groceries,Rice 5kg,West,Online,Debit Card,2,888.96,0.0,1777.92,1777.92,482.72
105943,2024-05-20,Groceries,Snack Pack,North,Marketplace,UPI,2,671.27,0.0,1342.54,1342.54,554.91
110313,2024-01-28,Home & Kitchen,Vacuum Cleaner,South,Online,,1,8661.42,0.0,8661.42,8661.42,3182.81
104093,2023-03-12,Home & Kitchen,Cookware Set,North,Online,UPI,1,10996.04,0.0,10996.04,10996.04,4794.17
110174,2023-04-30,Apparel,Jacket,West,Online,Net Banking,1,2063.1,15.0,2063.1,1753.63,379.25
105397,2024-05-07,Groceries,Rice 5kg,North,Marketplace,Debit Card,1,240.91,0.0,240.91,240.91,71.85
105608,2023-04-09,Groceries,Tea Box,West,In-Store,Net Banking,1,98.92,5.0,98.92,93.97,28.15
101526,2023-06-01,Home & Kitchen,Blender,West,Online,Net Banking,1,749.8,15.0,749.8,637.33,112.51
100694,2023-12-14,Groceries,Tea Box,East,In-Store,Cash,1,542.75,10.0,542.75,488.48,175.1
101089,2024-04-01,Electronics,Headphones,South,Marketplace,Debit Card,2,30016.99,0.0,60033.98,60033.98,15283.16
100410,2023-04-28,Apparel,Sneakers,North,In-Store,Debit Card,1,3115.16,5.0,3115.16,2959.4,1022.79
111003,2023-07-25,electronics,Bluetooth Speaker,North,In-Store,Credit Card,2,42636.04,0.0,85272.08,85272.08,21794.96
103586,2024-06-15,Beauty,Shampoo,South,In-Store,Debit Card,2,1646.37,0.0,4280.56,4280.56,1663.45
100553,2024-05-27,Electronics,Bluetooth Speaker,East,Online,Credit Card,1,35889.61,5.0,35889.61,34095.13,13459.01
100621,2024-03-16,Apparel,T-Shirt,North,Marketplace,Credit Card,1,2022.69,0.0,2022.69,2022.69,620.75
102907,2024-08-21,groceries,Rice 5kg,North,In-Store,Credit Card,1,614.68,0.0,614.68,614.68,229.94
108450,2024-11-02,Apparel,T-Shirt,South,Online,Debit Card,1,2976.65,0.0,4762.64,4762.64,1211.24
104460,2023-03-04,Beauty,Lipstick,East,Online,,1,2271.63,0.0,2271.63,2271.63,869.33
110602,2024-01-28,Apparel,Jeans,West,In-Store,Cash,1,494.79,0.0,494.79,494.79,135.57
110537,2024-10-12,Electronics,Headphones,North,Online,Cash,1,26893.57,0.0,43029.71,43029.71,19305.19
108797,2024-01-11,Groceries,Snack Pack,South,Online,UPI,1,677.04,0.0,677.04,677.04,240.75
107935,2024-03-26,Electronics,Smartphone,West,Online,Net Banking,1,19863.67,0.0,19863.67,19863.67,6399.53
103553,2024-07-19,Home & Kitchen,Cookware Set,East,In-Store,Net Banking,1,10539.74,15.0,10539.74,8958.78,1692.6
105171,2023-10-20,Groceries,Coffee Jar,South,Online,UPI,1,706.52,20.0,706.52,565.22,142.71
104814,2023-06-06,Apparel,Jeans,North,Marketplace,Net Banking,1,828.93,0.0,828.93,828.93,240.16
108689,2024-11-02,Beauty,Lipstick,North,In-Store,UPI,1,866.27,0.0,866.27,866.27,325.54
102914,2023-05-24,Electronics,Laptop,North,In-Store,UPI,2,43554.62,0.0,87109.24,87109.24,36528.6
108067,2024-02-17,Apparel,T-Shirt,West,Online,UPI,4,2357.38,15.0,9429.52,8015.09,1505.27
110403,2024-12-27,Electronics,Bluetooth Speaker,East,In-Store,Credit Card,1,35548.28,15.0,56877.25,48345.66,16513.97
106930,2023-11-27,Groceries,Cooking Oil 1L,East,Online,Credit Card,1,620.65,0.0,620.65,620.65,221.77
103376,2023-01-21,Electronics,Headphones,East,In-Store,Debit Card,1,31025.04,10.0,31025.04,27922.54,7478.84
110185,2024-02-11, Apparel ,Cap,North,Online,Debit Card,1,2585.09,0.0,2585.09,2585.09,1143.01
104511,2023-11-03,Electronics,Headphones,East,Online,Credit Card,1,28364.31,10.0,45382.9,40844.61,9051.07
109864,2023-06-09,Home & Kitchen,Cookware Set,,Online,Net Banking,1,7227.19,0.0,7227.19,7227.19,3109.62
106450,2024-12-29,Electronics,Laptop,East,Online,Debit Card,1,3249.26,0.0,5198.82,5198.82,2029.26
101903,2023-04-21,Beauty,Shampoo,South,In-Store,Debit Card,1,1723.93,5.0,2241.11,2129.05,516.04
104496,2023-07-12,Home & Kitchen,Cookware Set,East,Marketplace,Net Banking,2,8260.36,0.0,16520.72,16520.72,4049.91
107108,2024-01-24,Electronics,Smartphone,North,In-Store,Debit Card,1,27680.16,0.0,27680.16,27680.16,10622.22
100295,2024-02-02,Beauty,Lipstick,West,In-Store,Net Banking,4,1262.59,0.0,5050.36,5050.36,1196.98
101806,2023-04-13,Electronics,Bluetooth Speaker,East,Marketplace,Cash,1,14966.15,0.0,14966.15,14966.15,3653.89
102280,2023-08-22,Groceries,Coffee Jar,,Online,Cash,2,539.24,0.0,1078.48,1078.48,223.27
110928,2024-03-30,Groceries,Tea Box,East,Marketplace,Net Banking,1,527.27,10.0,527.27,474.54,53.65
111228,2024-01-23,Electronics,Smartwatch,North,Online,Net Banking,2,15460.45,0.0,30920.9,30920.9,11804.8
102531,2024-10-10,Apparel,Sneakers,South,In-Store,Net Banking,2,1291.18,0.0,4131.78,4131.78,970.08
101109,2023-08-20,Electronics,Laptop,West,Online,Debit Card,1,26153.37,0.0,26153.37,26153.37,9595.37
105640,2023-12-22,Apparel,Jeans,North,Online,Credit Card,1,1649.02,0.0,2638.43,2638.43,548.3
108534,2023-08-12,Apparel,Cap,North,In-Store,Net Banking,1,2497.06,5.0,2497.06,2372.21,394.71
102267,2023-03-14,Beauty,Sunscreen,North,Online,Net Banking,1,763.95,0.0,763.95,763.95,204.92
111887,2023-12-07,Electronics,Bluetooth Speaker,South,Marketplace,Cash,2,21601.67,0.0,69125.34,69125.34,30347.53
102385,2023-07-22,Beauty,Lipstick,South,In-Store,UPI,2,1145.96,0.0,2291.92,2291.92,667.57
106085,2024-01-25,Home & Kitchen,Table Lamp,North,Online,Debit Card,1,4790.82,25.0,4790.82,3593.11,600.69
107339,2024-05-05,Groceries,Rice 5kg,West,Online,Credit Card,1,421.65,0.0,421.65,421.65,189.14
105068,2024-03-20,Groceries,Tea Box,West,Online,Credit Card,1,637.72,0.0,637.72,637.72,264.72
104105,2023-05-31,Electronics,Headphones,South,Online,Credit Card,1,12207.14,5.0,12207.14,11596.78,3949.24
109734,2023-11-06,Apparel,Cap,North,Marketplace,Debit Card,4,2926.02,0.0,18726.53,18726.53,5790.03
101637,2024-05-05,Electronics,Smartwatch,East,In-Store,Cash,1,39487.07,0.0,39487.07,39487.07,8800.51
109535,2024-04-17,Apparel,Jeans,South,Marketplace,Net Banking,1,1893.2,0.0,1893.2,1893.2,636.04
105212,2023-08-21,Electronics,Laptop,South,Online,Cash,1,34526.66,10.0,34526.66,31073.99,7046.3
101096,2024-04-25,Apparel,Jeans,West,Online,Net Banking,1,2907.2,0.0,2907.2,2907.2,1158.67
109180,2024-12-02,Home & Kitchen,Cookware Set,North,In-Store,UPI,1,9622.11,10.0,9622.11,8659.9,2472.92
110196,2023-04-18,Apparel,Jacket,North,Online,Cash,1,2450.57,0.0,2450.57,2450.57,787.38
102397,2023-03-18,Electronics,Bluetooth Speaker,West,Online,Cash,2,4069.71,15.0,8139.42,6918.51,1345.26
100191,2023-08-13,Home & Kitchen,Cookware Set,East,Online,Cash,2,8877.27,20.0,17754.54,14203.63,1080.79
104277,2024-04-04,Electronics,Headphones,North,Online,UPI,1,40580.05,10.0,40580.05,36522.05,7662.31
108511,2024-12-12,Electronics,Smartwatch,South,Online,Debit Card,1,10185.37,10.0,16296.59,14666.93,5034.16
105309,2023-01-22,Electronics,Laptop,West,Online,UPI,1,38132.1,0.0,38132.1,38132.1,16658.63
100720,2024-12-23,Apparel,Jacket,West,Marketplace,UPI,1,1321.38,0.0,2114.21,2114.21,610.55
109853,2023-06-23,Groceries,Snack Pack,North,Online,Cash,1,664.66,0.0,664.66,664.66,220.36
104773,2024-09-10,Home & Kitchen,Air Purifier,West,Online,UPI,2,5472.79,10.0,10945.58,9851.02,2783.81
105907,2024-03-20,Electronics,Smartphone,South,Online,Credit Card,2,26811.91,10.0,53623.82,48261.44,5860.22
110836,2024-11-02,Electronics,Smartphone,North,In-Store,UPI,1,6456.78,20.0,10330.85,8264.68,573.02
104122,2024-11-05,Electronics,Smartphone,East,Marketplace,Cash,2,8758.2,5.0,28026.24,26624.93,5102.73
111086,2024-05-09,Electronics,Headphones,North,In-Store,Credit Card,1,32994.85,25.0,32994.85,24746.14,776.08
110045,2024-10-15,Apparel,Jeans,North,Marketplace,Cash,1,1530.14,0.0,2448.22,2448.22,897.31
101931,2024-01-08,Groceries,Tea Box,East,Marketplace,UPI,2,340.59,5.0,681.18,647.12,233.42
111849,2023-09-23,Groceries,Cooking Oil 1L,South,In-Store,Credit Card,1,72.39,0.0,72.39,72.39,28.39
110298,2023-08-27,Electronics,Smartwatch,South,Marketplace,Debit Card,1,16598.73,0.0,16598.73,16598.73,5277.21
109214,2024-04-24,Home & Kitchen,Vacuum Cleaner,North,Online,Net Banking,4,7259.59,0.0,29038.36,29038.36,10161.91
103678,2023-08-11,Home & Kitchen,Blender,West,Online,Credit Card,1,4538.74,0.0,4538.74,4538.74,1385.43
108459,2023-04-29,Apparel,Sneakers,North,Online,Cash,1,2011.49,15.0,2011.49,1709.77,320.54
109105,2023-09-02,Electronics,Laptop,North,Online,Cash,2,37883.15,0.0,75766.3,75766.3,20819.35
104762,2024-08-29,Apparel,Sneakers,West,Marketplace,Net Banking,1,1474.55,15.0,1474.55,1253.37,275.12
104063,2023-06-06,Beauty,Face Wash,West,In-Store,Cash,1,1136.04,0.0,1476.85,1476.85,622.77
103479,2024-12-12,Groceries,Rice 5kg,West,Online,Debit Card,3,632.92,5.0,1898.76,1803.82,466.38
101289,2023-05-12,Electronics,Smartphone,West,Online,Credit Card,1,10658.84,0.0,10658.84,10658.84,2662.9
111974,2024-02-17,Groceries,Cooking Oil 1L,West,In-Store,UPI,2,158.41,5.0,316.82,300.98,53.24
105218,2024-10-09,Groceries,Snack Pack,East,Online,Cash,1,183.61,5.0,183.61,174.43,28.37
104340,2023-12-25,Home & Kitchen,Air Purifier,South,Online,Cash,1,10879.9,0.0,10879.9,10879.9,4296.67
106109,2024-01-18,Home & Kitchen,Blender,South,In-Store,Net Banking,2,973.01,0.0,1946.02,1946.02,549.5
107145,2024-04-15,Apparel,T-Shirt,North,In-Store,Net Banking,1,2340.03,5.0,2340.03,2223.03,801.75
110623,2024-08-10,Home & Kitchen,Vacuum Cleaner,West,In-Store,UPI,1,5905.59,5.0,5905.59,5610.31,967.34
106256,2023-12-02,Electronics,Laptop,East,Online,Net Banking,1,14895.4,0.0,23832.64,23832.64,9541.64
105403,2023-07-21,Apparel,Cap,North,In-Store,Net Banking,2,1860.94,0.0,3721.88,3721.88,765.43
111896,2023-06-02,Beauty,Sunscreen,North,In-Store,Cash,1,409.8,0.0,532.74,532.74,197.41
103685,2024-08-14,Home & Kitchen,Vacuum Cleaner,South,In-Store,Net Banking,1,3501.22,0.0,3501.22,3501.22,1061.34
102570,2023-01-26,Groceries,Cooking Oil 1L,North,Online,Debit Card,1,94.62,10.0,94.62,85.16,17.71
100886,2024-04-08,Beauty,Shampoo,South,Marketplace,Debit Card,1,1423.72,5.0,1850.84,1758.29,354.72
107355,2024-12-27,Electronics,Smartwatch,North,Marketplace,UPI,1,5180.49,0.0,8288.78,8288.78,2239.1
107266,2023-03-05,Home & Kitchen,Air Purifier,East,Online,Cash,1,7398.73,0.0,7398.73,7398.73,2537.89
102172,2023-05-23, Apparel ,Jeans,East,Online,Net Banking,1,2897.3,0.0,2897.3,2897.3,897.41
111696,2024-04-17,Beauty,Sunscreen,West,Online,Net Banking,1,933.82,0.0,1213.97,1213.97,313.84
105564,2024-05-23,Apparel,Cap,,In-Store,Debit Card,3,2467.25,20.0,7401.75,5921.4,44.62
105057,2023-11-26,Electronics,Bluetooth Speaker,East,Online,Net Banking,1,21234.12,15.0,33974.59,28878.4,1712.75
106373,2023-02-15,Electronics,Bluetooth Speaker,North,In-Store,Debit Card,1,40393.25,5.0,40393.25,38373.59,15189.15
108106,2023-10-12,Apparel,Jacket,West,Marketplace,Cash,2,2496.85,0.0,7989.92,7989.92,3382.0
101738,2023-05-27,Electronics,Smartphone,South,Online,UPI,1,7001.36,0.0,7001.36,7001.36,2678.33
102116,2023-12-19,electronics,Bluetooth Speaker,West,In-Store,UPI,1,19942.7,0.0,31908.32,31908.32,7165.27
107895,2023-02-19,Beauty,Sunscreen,West,In-Store,Cash,2,642.47,0.0,1284.94,1284.94,389.49
100835,2023-07-27,Electronics,Bluetooth Speaker,North,In-Store,Cash,1,14582.53,15.0,14582.53,12395.15,2003.43
107641,2024-07-25,Home & Kitchen,Cookware Set,North,Online,Debit Card,2,3408.79,0.0,6817.58,6817.58,2082.35
109609,2023-03-11,Groceries,Coffee Jar,East,Online,Net Banking,1,868.82,5.0,868.82,825.38,181.93
111192,2023-10-07,Apparel,Sneakers,West,Online,Cash,1,1360.11,0.0,2176.18,2176.18,607.24
103502,2024-03-25,Electronics,Headphones,West,Online,Cash,1,3892.32,5.0,3892.32,3697.7,1197.73
102268,2024-05-27,Groceries,Rice 5kg,East,Online,Credit Card,1,604.05,0.0,604.05,604.05,257.04
102140,2023-01-24,Apparel,Jeans,South,Online,,2,1675.75,0.0,3351.5,3351.5,687.1
101242,2024-04-14,apparel,Sneakers,North,Online,Credit Card,1,628.78,5.0,628.78,597.34,188.18
103675,2024-08-03,Electronics,Headphones,West,In-Store,Cash,1,23457.88,0.0,23457.88,23457.88,6165.34
106781,2023-08-01,Electronics,Headphones,West,Online,Debit Card,1,1726.21,25.0,1726.21,1294.66,98.35
106864,2024-02-26,Electronics,Smartwatch,South,In-Store,Debit Card,1,24764.75,0.0,24764.75,24764.75,10517.7
111983,2023-06-13,Groceries,Cooking Oil 1L,North,In-Store,Net Banking,1,873.31,0.0,873.31,873.31,197.11
105255,2023-05-10,Apparel,T-Shirt,East,Online,Debit Card,1,2573.21,15.0,2573.21,2187.23,724.43
104988,2024-06-11,Groceries,Tea Box,North,Online,Net Banking,1,454.4,15.0,454.4,386.24,26.9
100939,2023-05-16,Electronics,Smartphone,East,Online,Cash,1,14903.39,0.0,14903.39,14903.39,6234.9
101196,2023-03-10,Home & Kitchen,Table Lamp,East,In-Store,Net Banking,1,2170.05,0.0,2170.05,2170.05,895.04
109094,2024-06-09,Electronics,Smartwatch,East,In-Store,Net Banking,1,25320.29,20.0,25320.29,20256.23,3620.23
106775,2024-02-15,Electronics,Bluetooth Speaker,North,Online,Net Banking,1,4179.78,10.0,4179.78,3761.8,818.45
111128,2023-09-03,Groceries,Cooking Oil 1L,North,In-Store,UPI,1,417.5,15.0,417.5,354.88,76.17
109697,2023-03-28,Apparel,Jeans,West,In-Store,Debit Card,1,739.63,0.0,739.63,739.63,256.48
101578,2024-09-24,Electronics,Smartphone,South,Online,Debit Card,1,12331.74,0.0,12331.74,12331.74,2994.51
105810,2023-02-23,Home & Kitchen,Blender,West,Online,UPI,1,7931.11,0.0,7931.11,7931.11,2905.71
110164,2024-11-18,Home & Kitchen,Vacuum Cleaner,West,Online,Debit Card,1,11050.44,0.0,11050.44,11050.44,4789.91
110241,2023-04-25,Groceries,Tea Box,North,Online,Net Banking,1,819.94,0.0,819.94,819.94,308.67
105589,2023-11-04,Home & Kitchen,Table Lamp,East,Online,Debit Card,1,6985.42,0.0,6985.42,6985.42,1811.77
105307,2023-10-07,Groceries,Tea Box,,Online,Net Banking,1,172.36,0.0,172.36,172.36,66.37
104544,2023-10-26,Groceries,Rice 5kg,East,Marketplace,Debit Card,1,616.55,5.0,616.55,585.72,166.43
105620,2023-06-23,Apparel,T-Shirt,West,Marketplace,Debit Card,1,2735.57,25.0,2735.57,2051.68,-74.58
110700,2023-12-26,Beauty,Perfume,South,Online,Net Banking,1,2302.65,15.0,2302.65,1957.25,197.43
105448,2024-07-11,Home & Kitchen,Vacuum Cleaner,South,Online,Debit Card,1,7169.31,0.0,7169.31,7169.31,2245.33
102181,2024-07-11,Beauty,Shampoo,East,Online,Debit Card,1,1605.31,0.0,1605.31,1605.31,655.94
104364,2024-04-21,Electronics,Smartwatch,West,Online,Cash,1,38508.68,0.0,38508.68,38508.68,9063.26
109677,2023-12-13,Groceries,Rice 5kg,North,In-Store,Net Banking,1,188.81,0.0,188.81,188.81,68.01
102952,2024-07-26,Apparel,Cap,West,In-Store,Cash,1,1824.85,0.0,1824.85,1824.85,671.21
108515,2023-04-03,apparel,Cap,South,Online,Cash,1,3308.3,0.0,3308.3,3308.3,1261.06
102185,2023-02-27,Groceries,Cooking Oil 1L,South,Online,UPI,1,178.78,0.0,178.78,178.78,42.75
111334,2023-04-22,Beauty,Sunscreen,South,In-Store,Net Banking,1,286.49,0.0,372.44,372.44,146.32
104521,2023-05-22,Electronics,Smartwatch,South,In-Store,Cash,1,26890.17,0.0,26890.17,26890.17,9300.75
